D:\UDACITY\06_CarND-Behavioral-Cloning-P3\ownDataBack\IMG\center_2021_06_09_23_34_24_760.jpg,D:\UDACITY\06_CarND-Behavioral-Cloning-P3\ownDataBack\IMG\left_2021_06_09_23_34_24_760.jpg,D:\UDACITY\06_CarND-Behavioral-Cloning-P3\ownDataBack\IMG\right_2021_06_09_23_34_24_760.jpg,0,0,0,0.6008111
D:\UDACITY\06_CarND-Behavioral-Cloning-P3\ownDataBack\IMG\center_2021_06_09_23_34_24_829.jpg,D:\UDACITY\06_CarND-Behavioral-Cloning-P3\ownDataBack\IMG\left_2021_06_09_23_34_24_829.jpg,D:\UDACITY\06_CarND-Behavioral-Cloning-P3\ownDataBack\IMG\right_2021_06_09_23_34_24_829.jpg,0,0,0,0.598426
D:\UDACITY\06_CarND-Behavioral-Cloning-P3\ownDataBack\IMG\center_2021_06_09_23_34_24_899.jpg,D:\UDACITY\06_CarND-Behavioral-Cloning-P3\ownDataBack\IMG\left_2021_06_09_23_34_24_899.jpg,D:\UDACITY\06_CarND-Behavioral-Cloning-P3\ownDataBack\IMG\right_2021_06_09_23_34_24_899.jpg,0,0,0,0.595268
D:\UDACITY\06_CarND-Behavioral-Cloning-P3\ownDataBack\IMG\center_2021_06_09_23_34_24_969.jpg,D:\UDACITY\06_CarND-Behavioral-Cloning-P3\ownDataBack\IMG\left_2021_06_09_23_34_24_969.jpg,D:\UDACITY\06_CarND-Behavioral-Cloning-P3\ownDataBack\IMG\right_2021_06_09_23_34_24_969.jpg,0,0,0,0.5929163
D:\UDACITY\06_CarND-Behavioral-Cloning-P3\ownDataBack\IMG\center_2021_06_09_23_34_25_039.jpg,D:\UDACITY\06_CarND-Behavioral-Cloning-P3\ownDataBack\IMG\left_2021_06_09_23_34_25_039.jpg,D:\UDACITY\06_CarND-Behavioral-Cloning-P3\ownDataBack\IMG\right_2021_06_09_23_34_25_039.jpg,0,0.0931302,0,0.6361021
D:\UDACITY\06_CarND-Behavioral-Cloning-P3\ownDataBack\IMG\center_2021_06_09_23_34_25_107.jpg,D:\UDACITY\06_CarND-Behavioral-Cloning-P3\ownDataBack\IMG\left_2021_06_09_23_34_25_107.jpg,D:\UDACITY\06_CarND-Behavioral-Cloning-P3\ownDataBack\IMG\right_2021_06_09_23_34_25_107.jpg,0,0.2740269,0,0.7672093
D:\UDACITY\06_CarND-Behavioral-Cloning-P3\ownDataBack\IMG\center_2021_06_09_23_34_25_174.jpg,D:\UDACITY\06_CarND-Behavioral-Cloning-P3\ownDataBack\IMG\left_2021_06_09_23_34_25_174.jpg,D:\UDACITY\06_CarND-Behavioral-Cloning-P3\ownDataBack\IMG\right_2021_06_09_23_34_25_174.jpg,0,0.4602005,0,1.009605
D:\UDACITY\06_CarND-Behavioral-Cloning-P3\ownDataBack\IMG\center_2021_06_09_23_34_25_245.jpg,D:\UDACITY\06_CarND-Behavioral-Cloning-P3\ownDataBack\IMG\left_2021_06_09_23_34_25_245.jpg,D:\UDACITY\06_CarND-Behavioral-Cloning-P3\ownDataBack\IMG\right_2021_06_09_23_34_25_245.jpg,0,0.6971816,0,1.600019
D:\UDACITY\06_CarND-Behavioral-Cloning-P3\ownDataBack\IMG\center_2021_06_09_23_34_25_312.jpg,D:\UDACITY\06_CarND-Behavioral-Cloning-P3\ownDataBack\IMG\left_2021_06_09_23_34_25_312.jpg,D:\UDACITY\06_CarND-Behavioral-Cloning-P3\ownDataBack\IMG\right_2021_06_09_23_34_25_312.jpg,0,0.8735648,0,2.203792
D:\UDACITY\06_CarND-Behavioral-Cloning-P3\ownDataBack\IMG\center_2021_06_09_23_34_25_382.jpg,D:\UDACITY\06_CarND-Behavioral-Cloning-P3\ownDataBack\IMG\left_2021_06_09_23_34_25_382.jpg,D:\UDACITY\06_CarND-Behavioral-Cloning-P3\ownDataBack\IMG\right_2021_06_09_23_34_25_382.jpg,0,1,0,3.136647
D:\UDACITY\06_CarND-Behavioral-Cloning-P3\ownDataBack\IMG\center_2021_06_09_23_34_25_448.jpg,D:\UDACITY\06_CarND-Behavioral-Cloning-P3\ownDataBack\IMG\left_2021_06_09_23_34_25_448.jpg,D:\UDACITY\06_CarND-Behavioral-Cloning-P3\ownDataBack\IMG\right_2021_06_09_23_34_25_448.jpg,0,1,0,3.842879
D:\UDACITY\06_CarND-Behavioral-Cloning-P3\ownDataBack\IMG\center_2021_06_09_23_34_25_519.jpg,D:\UDACITY\06_CarND-Behavioral-Cloning-P3\ownDataBack\IMG\left_2021_06_09_23_34_25_519.jpg,D:\UDACITY\06_CarND-Behavioral-Cloning-P3\ownDataBack\IMG\right_2021_06_09_23_34_25_519.jpg,0,1,0,4.780156
D:\UDACITY\06_CarND-Behavioral-Cloning-P3\ownDataBack\IMG\center_2021_06_09_23_34_25_588.jpg,D:\UDACITY\06_CarND-Behavioral-Cloning-P3\ownDataBack\IMG\left_2021_06_09_23_34_25_588.jpg,D:\UDACITY\06_CarND-Behavioral-Cloning-P3\ownDataBack\IMG\right_2021_06_09_23_34_25_588.jpg,0,1,0,5.477602
D:\UDACITY\06_CarND-Behavioral-Cloning-P3\ownDataBack\IMG\center_2021_06_09_23_34_25_656.jpg,D:\UDACITY\06_CarND-Behavioral-Cloning-P3\ownDataBack\IMG\left_2021_06_09_23_34_25_656.jpg,D:\UDACITY\06_CarND-Behavioral-Cloning-P3\ownDataBack\IMG\right_2021_06_09_23_34_25_656.jpg,0,1,0,6.171039
D:\UDACITY\06_CarND-Behavioral-Cloning-P3\ownDataBack\IMG\center_2021_06_09_23_34_25_727.jpg,D:\UDACITY\06_CarND-Behavioral-Cloning-P3\ownDataBack\IMG\left_2021_06_09_23_34_25_727.jpg,D:\UDACITY\06_CarND-Behavioral-Cloning-P3\ownDataBack\IMG\right_2021_06_09_23_34_25_727.jpg,0,1,0,7.089337
D:\UDACITY\06_CarND-Behavioral-Cloning-P3\ownDataBack\IMG\center_2021_06_09_23_34_25_796.jpg,D:\UDACITY\06_CarND-Behavioral-Cloning-P3\ownDataBack\IMG\left_2021_06_09_23_34_25_796.jpg,D:\UDACITY\06_CarND-Behavioral-Cloning-P3\ownDataBack\IMG\right_2021_06_09_23_34_25_796.jpg,0,0.8459904,0,7.720399
D:\UDACITY\06_CarND-Behavioral-Cloning-P3\ownDataBack\IMG\center_2021_06_09_23_34_25_868.jpg,D:\UDACITY\06_CarND-Behavioral-Cloning-P3\ownDataBack\IMG\left_2021_06_09_23_34_25_868.jpg,D:\UDACITY\06_CarND-Behavioral-Cloning-P3\ownDataBack\IMG\right_2021_06_09_23_34_25_868.jpg,0,0.6065382,0,8.354315
D:\UDACITY\06_CarND-Behavioral-Cloning-P3\ownDataBack\IMG\center_2021_06_09_23_34_25_939.jpg,D:\UDACITY\06_CarND-Behavioral-Cloning-P3\ownDataBack\IMG\left_2021_06_09_23_34_25_939.jpg,D:\UDACITY\06_CarND-Behavioral-Cloning-P3\ownDataBack\IMG\right_2021_06_09_23_34_25_939.jpg,0,0.3788343,0,8.755859
D:\UDACITY\06_CarND-Behavioral-Cloning-P3\ownDataBack\IMG\center_2021_06_09_23_34_26_006.jpg,D:\UDACITY\06_CarND-Behavioral-Cloning-P3\ownDataBack\IMG\left_2021_06_09_23_34_26_006.jpg,D:\UDACITY\06_CarND-Behavioral-Cloning-P3\ownDataBack\IMG\right_2021_06_09_23_34_26_006.jpg,0,0.1898244,0,8.901827
D:\UDACITY\06_CarND-Behavioral-Cloning-P3\ownDataBack\IMG\center_2021_06_09_23_34_26_078.jpg,D:\UDACITY\06_CarND-Behavioral-Cloning-P3\ownDataBack\IMG\left_2021_06_09_23_34_26_078.jpg,D:\UDACITY\06_CarND-Behavioral-Cloning-P3\ownDataBack\IMG\right_2021_06_09_23_34_26_078.jpg,0,0,0,8.899786
D:\UDACITY\06_CarND-Behavioral-Cloning-P3\ownDataBack\IMG\center_2021_06_09_23_34_26_147.jpg,D:\UDACITY\06_CarND-Behavioral-Cloning-P3\ownDataBack\IMG\left_2021_06_09_23_34_26_147.jpg,D:\UDACITY\06_CarND-Behavioral-Cloning-P3\ownDataBack\IMG\right_2021_06_09_23_34_26_147.jpg,0,0,0,8.847324
D:\UDACITY\06_CarND-Behavioral-Cloning-P3\ownDataBack\IMG\center_2021_06_09_23_34_26_215.jpg,D:\UDACITY\06_CarND-Behavioral-Cloning-P3\ownDataBack\IMG\left_2021_06_09_23_34_26_215.jpg,D:\UDACITY\06_CarND-Behavioral-Cloning-P3\ownDataBack\IMG\right_2021_06_09_23_34_26_215.jpg,0,0,0,8.79518
D:\UDACITY\06_CarND-Behavioral-Cloning-P3\ownDataBack\IMG\center_2021_06_09_23_34_26_283.jpg,D:\UDACITY\06_CarND-Behavioral-Cloning-P3\ownDataBack\IMG\left_2021_06_09_23_34_26_283.jpg,D:\UDACITY\06_CarND-Behavioral-Cloning-P3\ownDataBack\IMG\right_2021_06_09_23_34_26_283.jpg,0,0.0827406,0,8.743417
D:\UDACITY\06_CarND-Behavioral-Cloning-P3\ownDataBack\IMG\center_2021_06_09_23_34_26_352.jpg,D:\UDACITY\06_CarND-Behavioral-Cloning-P3\ownDataBack\IMG\left_2021_06_09_23_34_26_352.jpg,D:\UDACITY\06_CarND-Behavioral-Cloning-P3\ownDataBack\IMG\right_2021_06_09_23_34_26_352.jpg,0,0.2495379,0,8.821221
D:\UDACITY\06_CarND-Behavioral-Cloning-P3\ownDataBack\IMG\center_2021_06_09_23_34_26_420.jpg,D:\UDACITY\06_CarND-Behavioral-Cloning-P3\ownDataBack\IMG\left_2021_06_09_23_34_26_420.jpg,D:\UDACITY\06_CarND-Behavioral-Cloning-P3\ownDataBack\IMG\right_2021_06_09_23_34_26_420.jpg,0,0.4974231,0,9.127325
D:\UDACITY\06_CarND-Behavioral-Cloning-P3\ownDataBack\IMG\center_2021_06_09_23_34_26_489.jpg,D:\UDACITY\06_CarND-Behavioral-Cloning-P3\ownDataBack\IMG\left_2021_06_09_23_34_26_489.jpg,D:\UDACITY\06_CarND-Behavioral-Cloning-P3\ownDataBack\IMG\right_2021_06_09_23_34_26_489.jpg,0,0.6762963,0,9.506289
D:\UDACITY\06_CarND-Behavioral-Cloning-P3\ownDataBack\IMG\center_2021_06_09_23_34_26_559.jpg,D:\UDACITY\06_CarND-Behavioral-Cloning-P3\ownDataBack\IMG\left_2021_06_09_23_34_26_559.jpg,D:\UDACITY\06_CarND-Behavioral-Cloning-P3\ownDataBack\IMG\right_2021_06_09_23_34_26_559.jpg,0,0.9112824,0,10.20836
D:\UDACITY\06_CarND-Behavioral-Cloning-P3\ownDataBack\IMG\center_2021_06_09_23_34_26_626.jpg,D:\UDACITY\06_CarND-Behavioral-Cloning-P3\ownDataBack\IMG\left_2021_06_09_23_34_26_626.jpg,D:\UDACITY\06_CarND-Behavioral-Cloning-P3\ownDataBack\IMG\right_2021_06_09_23_34_26_626.jpg,0,1,0,10.8597
D:\UDACITY\06_CarND-Behavioral-Cloning-P3\ownDataBack\IMG\center_2021_06_09_23_34_26_695.jpg,D:\UDACITY\06_CarND-Behavioral-Cloning-P3\ownDataBack\IMG\left_2021_06_09_23_34_26_695.jpg,D:\UDACITY\06_CarND-Behavioral-Cloning-P3\ownDataBack\IMG\right_2021_06_09_23_34_26_695.jpg,-0.009433962,1,0,11.62054
D:\UDACITY\06_CarND-Behavioral-Cloning-P3\ownDataBack\IMG\center_2021_06_09_23_34_26_762.jpg,D:\UDACITY\06_CarND-Behavioral-Cloning-P3\ownDataBack\IMG\left_2021_06_09_23_34_26_762.jpg,D:\UDACITY\06_CarND-Behavioral-Cloning-P3\ownDataBack\IMG\right_2021_06_09_23_34_26_762.jpg,-0.02830189,1,0,12.44136
D:\UDACITY\06_CarND-Behavioral-Cloning-P3\ownDataBack\IMG\center_2021_06_09_23_34_26_831.jpg,D:\UDACITY\06_CarND-Behavioral-Cloning-P3\ownDataBack\IMG\left_2021_06_09_23_34_26_831.jpg,D:\UDACITY\06_CarND-Behavioral-Cloning-P3\ownDataBack\IMG\right_2021_06_09_23_34_26_831.jpg,-0.03773585,1,0,13.07782
D:\UDACITY\06_CarND-Behavioral-Cloning-P3\ownDataBack\IMG\center_2021_06_09_23_34_26_900.jpg,D:\UDACITY\06_CarND-Behavioral-Cloning-P3\ownDataBack\IMG\left_2021_06_09_23_34_26_900.jpg,D:\UDACITY\06_CarND-Behavioral-Cloning-P3\ownDataBack\IMG\right_2021_06_09_23_34_26_900.jpg,-0.04716982,0.7656471,0,13.74119
D:\UDACITY\06_CarND-Behavioral-Cloning-P3\ownDataBack\IMG\center_2021_06_09_23_34_26_970.jpg,D:\UDACITY\06_CarND-Behavioral-Cloning-P3\ownDataBack\IMG\left_2021_06_09_23_34_26_970.jpg,D:\UDACITY\06_CarND-Behavioral-Cloning-P3\ownDataBack\IMG\right_2021_06_09_23_34_26_970.jpg,-0.04716982,0.5850599,0,14.26565
D:\UDACITY\06_CarND-Behavioral-Cloning-P3\ownDataBack\IMG\center_2021_06_09_23_34_27_037.jpg,D:\UDACITY\06_CarND-Behavioral-Cloning-P3\ownDataBack\IMG\left_2021_06_09_23_34_27_037.jpg,D:\UDACITY\06_CarND-Behavioral-Cloning-P3\ownDataBack\IMG\right_2021_06_09_23_34_27_037.jpg,-0.05660377,0.6858623,0,14.37033
D:\UDACITY\06_CarND-Behavioral-Cloning-P3\ownDataBack\IMG\center_2021_06_09_23_34_27_105.jpg,D:\UDACITY\06_CarND-Behavioral-Cloning-P3\ownDataBack\IMG\left_2021_06_09_23_34_27_105.jpg,D:\UDACITY\06_CarND-Behavioral-Cloning-P3\ownDataBack\IMG\right_2021_06_09_23_34_27_105.jpg,-0.05660377,0.926867,0,15.1885
D:\UDACITY\06_CarND-Behavioral-Cloning-P3\ownDataBack\IMG\center_2021_06_09_23_34_27_174.jpg,D:\UDACITY\06_CarND-Behavioral-Cloning-P3\ownDataBack\IMG\left_2021_06_09_23_34_27_174.jpg,D:\UDACITY\06_CarND-Behavioral-Cloning-P3\ownDataBack\IMG\right_2021_06_09_23_34_27_174.jpg,-0.03773585,0.8983884,0,15.85787
D:\UDACITY\06_CarND-Behavioral-Cloning-P3\ownDataBack\IMG\center_2021_06_09_23_34_27_244.jpg,D:\UDACITY\06_CarND-Behavioral-Cloning-P3\ownDataBack\IMG\left_2021_06_09_23_34_27_244.jpg,D:\UDACITY\06_CarND-Behavioral-Cloning-P3\ownDataBack\IMG\right_2021_06_09_23_34_27_244.jpg,0,0.6653512,0,16.47747
D:\UDACITY\06_CarND-Behavioral-Cloning-P3\ownDataBack\IMG\center_2021_06_09_23_34_27_312.jpg,D:\UDACITY\06_CarND-Behavioral-Cloning-P3\ownDataBack\IMG\left_2021_06_09_23_34_27_312.jpg,D:\UDACITY\06_CarND-Behavioral-Cloning-P3\ownDataBack\IMG\right_2021_06_09_23_34_27_312.jpg,0,0.4850358,0,16.71708
D:\UDACITY\06_CarND-Behavioral-Cloning-P3\ownDataBack\IMG\center_2021_06_09_23_34_27_384.jpg,D:\UDACITY\06_CarND-Behavioral-Cloning-P3\ownDataBack\IMG\left_2021_06_09_23_34_27_384.jpg,D:\UDACITY\06_CarND-Behavioral-Cloning-P3\ownDataBack\IMG\right_2021_06_09_23_34_27_384.jpg,-0.01886792,0.244228,0,16.91397
D:\UDACITY\06_CarND-Behavioral-Cloning-P3\ownDataBack\IMG\center_2021_06_09_23_34_27_453.jpg,D:\UDACITY\06_CarND-Behavioral-Cloning-P3\ownDataBack\IMG\left_2021_06_09_23_34_27_453.jpg,D:\UDACITY\06_CarND-Behavioral-Cloning-P3\ownDataBack\IMG\right_2021_06_09_23_34_27_453.jpg,-0.03773585,0.3489444,0,17.09429
D:\UDACITY\06_CarND-Behavioral-Cloning-P3\ownDataBack\IMG\center_2021_06_09_23_34_27_523.jpg,D:\UDACITY\06_CarND-Behavioral-Cloning-P3\ownDataBack\IMG\left_2021_06_09_23_34_27_523.jpg,D:\UDACITY\06_CarND-Behavioral-Cloning-P3\ownDataBack\IMG\right_2021_06_09_23_34_27_523.jpg,-0.04716982,0.5830212,0,17.41454
D:\UDACITY\06_CarND-Behavioral-Cloning-P3\ownDataBack\IMG\center_2021_06_09_23_34_27_592.jpg,D:\UDACITY\06_CarND-Behavioral-Cloning-P3\ownDataBack\IMG\left_2021_06_09_23_34_27_592.jpg,D:\UDACITY\06_CarND-Behavioral-Cloning-P3\ownDataBack\IMG\right_2021_06_09_23_34_27_592.jpg,-0.04716982,0.7658718,0,17.74722
D:\UDACITY\06_CarND-Behavioral-Cloning-P3\ownDataBack\IMG\center_2021_06_09_23_34_27_662.jpg,D:\UDACITY\06_CarND-Behavioral-Cloning-P3\ownDataBack\IMG\left_2021_06_09_23_34_27_662.jpg,D:\UDACITY\06_CarND-Behavioral-Cloning-P3\ownDataBack\IMG\right_2021_06_09_23_34_27_662.jpg,-0.04716982,1,0,18.49929
D:\UDACITY\06_CarND-Behavioral-Cloning-P3\ownDataBack\IMG\center_2021_06_09_23_34_27_727.jpg,D:\UDACITY\06_CarND-Behavioral-Cloning-P3\ownDataBack\IMG\left_2021_06_09_23_34_27_727.jpg,D:\UDACITY\06_CarND-Behavioral-Cloning-P3\ownDataBack\IMG\right_2021_06_09_23_34_27_727.jpg,-0.04716982,1,0,19.13529
