D:\UDACITY\06_CarND-Behavioral-Cloning-P3\ownDataReturn\IMG\center_2021_06_09_23_43_36_720.jpg,D:\UDACITY\06_CarND-Behavioral-Cloning-P3\ownDataReturn\IMG\left_2021_06_09_23_43_36_720.jpg,D:\UDACITY\06_CarND-Behavioral-Cloning-P3\ownDataReturn\IMG\right_2021_06_09_23_43_36_720.jpg,0,0,0,5.941136
D:\UDACITY\06_CarND-Behavioral-Cloning-P3\ownDataReturn\IMG\center_2021_06_09_23_43_36_789.jpg,D:\UDACITY\06_CarND-Behavioral-Cloning-P3\ownDataReturn\IMG\left_2021_06_09_23_43_36_789.jpg,D:\UDACITY\06_CarND-Behavioral-Cloning-P3\ownDataReturn\IMG\right_2021_06_09_23_43_36_789.jpg,0,0,0,5.884054
D:\UDACITY\06_CarND-Behavioral-Cloning-P3\ownDataReturn\IMG\center_2021_06_09_23_43_36_859.jpg,D:\UDACITY\06_CarND-Behavioral-Cloning-P3\ownDataReturn\IMG\left_2021_06_09_23_43_36_859.jpg,D:\UDACITY\06_CarND-Behavioral-Cloning-P3\ownDataReturn\IMG\right_2021_06_09_23_43_36_859.jpg,0,0.0148326,0,5.844526
D:\UDACITY\06_CarND-Behavioral-Cloning-P3\ownDataReturn\IMG\center_2021_06_09_23_43_36_927.jpg,D:\UDACITY\06_CarND-Behavioral-Cloning-P3\ownDataReturn\IMG\left_2021_06_09_23_43_36_927.jpg,D:\UDACITY\06_CarND-Behavioral-Cloning-P3\ownDataReturn\IMG\right_2021_06_09_23_43_36_927.jpg,0,0.2493903,0,5.93644
D:\UDACITY\06_CarND-Behavioral-Cloning-P3\ownDataReturn\IMG\center_2021_06_09_23_43_36_995.jpg,D:\UDACITY\06_CarND-Behavioral-Cloning-P3\ownDataReturn\IMG\left_2021_06_09_23_43_36_995.jpg,D:\UDACITY\06_CarND-Behavioral-Cloning-P3\ownDataReturn\IMG\right_2021_06_09_23_43_36_995.jpg,0,0.4349895,0,6.157166
D:\UDACITY\06_CarND-Behavioral-Cloning-P3\ownDataReturn\IMG\center_2021_06_09_23_43_37_064.jpg,D:\UDACITY\06_CarND-Behavioral-Cloning-P3\ownDataReturn\IMG\left_2021_06_09_23_43_37_064.jpg,D:\UDACITY\06_CarND-Behavioral-Cloning-P3\ownDataReturn\IMG\right_2021_06_09_23_43_37_064.jpg,0,0.6053076,0,6.505352
D:\UDACITY\06_CarND-Behavioral-Cloning-P3\ownDataReturn\IMG\center_2021_06_09_23_43_37_134.jpg,D:\UDACITY\06_CarND-Behavioral-Cloning-P3\ownDataReturn\IMG\left_2021_06_09_23_43_37_134.jpg,D:\UDACITY\06_CarND-Behavioral-Cloning-P3\ownDataReturn\IMG\right_2021_06_09_23_43_37_134.jpg,0,0.856447,0,7.167843
D:\UDACITY\06_CarND-Behavioral-Cloning-P3\ownDataReturn\IMG\center_2021_06_09_23_43_37_202.jpg,D:\UDACITY\06_CarND-Behavioral-Cloning-P3\ownDataReturn\IMG\left_2021_06_09_23_43_37_202.jpg,D:\UDACITY\06_CarND-Behavioral-Cloning-P3\ownDataReturn\IMG\right_2021_06_09_23_43_37_202.jpg,-0.1,1,0,7.807429
D:\UDACITY\06_CarND-Behavioral-Cloning-P3\ownDataReturn\IMG\center_2021_06_09_23_43_37_271.jpg,D:\UDACITY\06_CarND-Behavioral-Cloning-P3\ownDataReturn\IMG\left_2021_06_09_23_43_37_271.jpg,D:\UDACITY\06_CarND-Behavioral-Cloning-P3\ownDataReturn\IMG\right_2021_06_09_23_43_37_271.jpg,-0.3,1,0,8.704749
D:\UDACITY\06_CarND-Behavioral-Cloning-P3\ownDataReturn\IMG\center_2021_06_09_23_43_37_338.jpg,D:\UDACITY\06_CarND-Behavioral-Cloning-P3\ownDataReturn\IMG\left_2021_06_09_23_43_37_338.jpg,D:\UDACITY\06_CarND-Behavioral-Cloning-P3\ownDataReturn\IMG\right_2021_06_09_23_43_37_338.jpg,-0.45,1,0,9.361811
